id,entity_name,entity_type,description,frequency,degree
527,BOARD,AUTHORITY,"The European Artificial Intelligence Board is a key regulatory entity designed to support the implementation and oversight of artificial intelligence governance. Its responsibilities are multifaceted, serving as a pivotal link between the European Commission, national competent authorities, and the AI Office.

The European Artificial Intelligence Board plays a crucial advisory role, particularly regarding the European Commission. The Commission is required to consult the Board when preparing standardisation requests, and the Board actively provides positions and findings to the Commission for evaluation and review. Furthermore, the Board facilitates information exchange with the Commission, receiving updates regarding the resource adequacy of national authorities, for which it provides corresponding guidance and advice.

A core function of the European Artificial Intelligence Board involves the regulation and enforcement of AI standards. It collaborates closely with the AI Office to monitor and evaluate codes of practice, ensuring that these frameworks are effective and contribute appropriately to the broader regulatory landscape. In terms of enforcement, the Board is informed about fines imposed on providers, ensuring oversight of penalty application.

The Board also operates as a collaborative hub for national authorities. National competent authorities are mandated to coordinate and cooperate within the framework of the European Artificial Intelligence Board, especially regarding regulatory sandbox activities. 

To support its decision-making and expertise, the European Artificial Intelligence Board frequently requests advice from the advisory forum, utilizing this external input to inform its guidance and operational functions. Through these combined roles—advising the Commission, collaborating with the AI Office, coordinating national authorities, and engaging with the advisory forum—the European Artificial Intelligence Board serves as a central mechanism for maintaining the integrity and effectiveness of AI regulation.",10,7
711,ARTICLE 50,ARTICLE,"**Article 50** serves as a critical regulatory framework dedicated to establishing specific transparency obligations for the providers and deployers of AI systems. The article outlines detailed requirements that ensure clarity and accountability regarding the operation and usage of these technologies. 

Central to its purpose, Article 50 defines the nature and scope of transparency measures applicable to certain AI systems that require heightened scrutiny or public disclosure. It delineates the responsibilities of both those who develop these systems and those who implement them, ensuring that information about their functionality is appropriately conveyed. Furthermore, the provisions within this article are not static; they are subject to periodic evaluation by the European Commission, which retains the authority to introduce amendments to the transparency requirements as technological landscapes and societal needs evolve.

In summary, Article 50 acts as a foundational mechanism for governing the transparency of specific AI systems, mandating that providers and deployers adhere to clear guidelines to maintain openness and compliance within the regulatory environment.",7,7
1242,ARTICLE 92 EVALUATIONS,OBLIGATION,Evaluations conducted by the Commission or independent experts on GPAI models to assess compliance or investigate systemic risks,1,7
1249,GUIDELINES,OBLIGATION,"Documents developed by the Commission to assist with the practical implementation of the Regulation, including requirements, prohibited practices, and transparency obligations, as per Article 96",1,7
1,EUROPEAN PARLIAMENT,AUTHORITY,"The European Parliament is a central legislative body within the European Union that serves as one of the co-legislating institutions responsible for the adoption of Regulation (EU) 2024/1689 (the AI Act). 

Beyond its legislative function, the European Parliament plays a critical role in oversight and governance. It is the institution empowered to revoke delegated acts, oppose extensions of delegation, or object to specific delegated acts, ensuring democratic control over regulatory implementation. Furthermore, the European Parliament is actively involved in the protection of ethical principles regarding artificial intelligence, having specifically requested such safeguards.

In terms of accountability and ongoing review, the European Parliament functions as a key recipient of reporting from the European Commission. It receives the enforcement assessment report, as well as periodic evaluation reports regarding the implementation of the AI Act. Specifically, under Article 112, the Parliament receives reports concerning the evaluation and review of the AI Act, allowing it to monitor the regulation’s effectiveness and evolution. Consequently, the European Parliament remains an essential participant in the oversight of delegated acts and the continuous assessment of the Commission's regulatory activities.",8,7
1299,EVALUATION AND REVIEW REPORT,OBLIGATION,"Duty of the Commission to submit reports every four years (or by specific deadlines like 2 August 2028) regarding the regulation, the AI Office, and standardization deliverables",1,7
42,REGULATION (EU) 2019/1020,ARTICLE,"**Regulation (EU) 2019/1020** is the Union regulation governing market surveillance and product compliance. It serves as a fundamental pillar within the New Legislative Framework, providing the essential legal structure for ensuring that products placed on the market meet established safety and regulatory standards.

Within the context of the European Union's regulatory landscape, Regulation (EU) 2019/1020 plays a critical role in supporting the EU AI Act. It functions as the primary mechanism for market surveillance and compliance for AI systems, establishing the enforcement framework relevant to the Act. Its provisions are applied *mutatis mutandis*—meaning with necessary changes—to the supervision procedures governing AI systems. The enforcement powers outlined in this regulation are integrated directly into the AI Act’s own enforcement framework, thereby empowering the AI Office and national market surveillance authorities to execute their oversight duties effectively.

Furthermore, Regulation (EU) 2019/1020 is explicitly referenced in the AI Act regarding various procedural and administrative requirements. For instance, it provides the legal basis for the enforcement measures and notification procedures utilized by market surveillance authorities. Additionally, Article 85 of the AI Act cites this regulation when defining the specific procedures for handling complaints that arise during market surveillance activities. The regulation is also responsible for defining the administrative cooperation group, known as the ADCO, which facilitates collaboration among member states. 

While some descriptions link it to ""high-risk AI systems,"" it is more accurate to view it as the broader foundational regulation for product compliance that is specifically applied to the domain of AI systems under the AI Act, ensuring a consistent and robust approach to oversight across the Union.",10,7
39,OPERATORS,ACTOR,"The term ""OPERATORS"" refers to a diverse group of commercial and legal entities involved across the AI value chain. This category encompasses providers, importers, distributors, deployers, and authorized representatives. These entities are subject to specific obligations, requirements, and potential penalties for non-compliance under the AI Act. Furthermore, the regulation aims to minimize the duplication of conformity assessment procedures for these economic operators to ensure a more efficient regulatory environment.",3,7
1059,ARTICLE 55,ARTICLE,"Article 55 establishes the regulatory framework and specific requirements for providers of general-purpose AI (GPAI) models that are classified as presenting systemic risks. This article outlines the obligations these providers must adhere to, ensuring that models with significant impact or potential for systemic disruption are managed responsibly and safely within the regulatory landscape.",4,6
259,PROFILING,REQUIREMENT,"**PROFILING** is defined as any form of automated processing of personal data that involves utilizing such data to evaluate specific personal aspects related to a natural person. This definition is formally established in Article 4, point (4), of Regulation (EU) 2016/679 (the General Data Protection Regulation or GDPR) and is similarly referenced in Article 3(52) of relevant regulatory frameworks.

In addition to its definition under data protection law, profiling holds significant implications within the context of artificial intelligence. When an AI system employs profiling techniques as part of a high-risk use case, the nature of that processing can elevate the status of the AI system itself to a ""high-risk"" classification, triggering more stringent compliance and oversight requirements.",3,6
177,NATIONAL DATA PROTECTION AUTHORITY,AUTHORITY,"The National Data Protection Authority serves as the competent body responsible for oversight and enforcement concerning data protection laws, particularly those governing biometric identification technologies. Its primary role involves regulatory supervision, including the enforcement of legal prohibitions on the use of remote biometric identification systems outside of specific, authorized law enforcement contexts.

The National Data Protection Authority acts as the central point of contact for the use of biometric surveillance technologies. It is the designated national body notified whenever real-time remote biometric identification systems are utilized. Furthermore, the Authority is tasked with receiving and processing documentation and formal notifications regarding the deployment of these systems.

In its regulatory capacity, the National Data Protection Authority ensures transparency and accountability by aggregating the data it receives. It is responsible for compiling and submitting comprehensive annual reports to the Commission, which detail the usage and deployment of these remote biometric identification systems. Through these responsibilities, the National Data Protection Authority ensures that data protection standards are upheld and that the use of sensitive biometric technologies remains under official oversight.",5,6
634,COMPLAINT,COMPLAINT,"A **COMPLAINT** acts as a formal procedural instrument used to report alleged infringements of the AI Act. This mechanism is utilized by natural or legal persons, including downstream providers and other relevant stakeholders, to seek recourse or initiate oversight regarding regulatory violations.

The **COMPLAINT** functions through two primary channels depending on the nature of the alleged infringement:

1.  **General Infringements:** Any natural or legal person with sufficient grounds may submit a **COMPLAINT** to a market surveillance authority to report an alleged infringement of the Regulation (as referenced in Article 85). This is a broad procedural tool designed to ensure public and stakeholder oversight of the AI Act’s implementation.
2.  **General-Purpose AI (GPAI) Model Provider Infringements:** Downstream providers may submit a **COMPLAINT** specifically to the AI Office to report suspected infringements of rules by providers of general-purpose AI models (as referenced in Article 89). These submissions are intrinsically linked to the enforcement mechanisms outlined in the compliance framework of Articles 55 and 56.

To be valid, a **COMPLAINT** must be a formal submission that includes relevant facts, cites specific provisions of the AI Act that are believed to have been infringed, and provides a clear rationale or reasoning for the allegation. By serving as a formal instrument for reporting non-compliance, the **COMPLAINT** plays a critical role in the regulatory enforcement ecosystem, allowing authorities and the AI Office to investigate and address potential breaches of the law.",10,6
292,VICTIM RISK ASSESSMENT AI SYSTEM,AISYSTEM,AI systems used by or on behalf of law enforcement authorities to assess the risk of a natural person becoming a victim of criminal offences,1,6
302,ACCURACY,REQUIREMENT,"**ACCURACY** is a critical technical requirement for artificial intelligence systems, particularly those classified as high-risk. It refers to the fundamental capability of an AI system to produce correct, reliable, and consistent outputs throughout its entire lifecycle while actively minimizing errors and bias. 

As a prerequisite for regulatory compliance, **ACCURACY** is not merely a technical performance metric but an essential quality for ensuring that high-risk AI systems function reliably. For applications in sensitive sectors such as law enforcement, migration, asylum, and border control, maintaining high levels of **ACCURACY** is vital to guarantee the protection of fundamental human rights. 

To meet these standards, the **ACCURACY** of high-risk AI systems must be measured and explicitly declared in the system's instructions for use. This declaration must align with the current state of the art to ensure transparency and accountability. Furthermore, as noted in Recital 77, **ACCURACY** serves as a cornerstone requirement for verifying that AI technologies operate as intended, ensuring they remain dependable tools in high-stakes environments.",8,6
850,DOCUMENTATION KEEPING,OBLIGATION,"Under the framework of ""DOCUMENTATION KEEPING,"" providers are subject to specific obligations regarding the retention of essential records as stipulated in Article 18. This requirement mandates that providers maintain comprehensive technical documentation, as well as quality management records and conformity declarations. These materials must be kept at the disposal of relevant authorities for a period of 10 years following the product's placement on the market to ensure ongoing regulatory compliance and accountability.",2,6
93,"UNION INSTITUTIONS, BODIES, OFFICES AND AGENCIES",ACTOR,"Union institutions, bodies, offices, and agencies are entities of the European Union that fall under the scope of the AI Act. These institutions are specifically subject to the Regulation whenever they act in the capacity of a provider or deployer of an AI system, a clarification reinforced by Recital 23. Furthermore, these entities are subject to oversight by the European Data Protection Supervisor, which may impose fines for non-compliance. In addition to these regulatory obligations, the European Data Protection Supervisor has the authority to establish a specific AI regulatory sandbox tailored for these entities to support their compliance and innovation within the AI framework.",5,6
1198,ARTICLE 79,ARTICLE,"Article 79 establishes a comprehensive legal framework for addressing AI systems that present risks to health, safety, or fundamental rights, even when those systems are ostensibly in compliance with regulatory requirements. Serving as a crucial mechanism for safeguarding the public, this article defines the procedure at the national level for competent authorities to handle AI systems that, despite being compliant, still pose a risk.

Furthermore, Article 79 details the enforcement procedures necessary to address non-compliance and mandates the implementation of restrictive measures when such risks are identified. This process acts as a critical oversight function, linking directly to the evaluation of AI systems and ensuring that the necessary notification timelines are strictly observed within the safeguard procedure. By integrating these enforcement and evaluation elements, Article 79 ensures that national authorities have a clear, structured protocol to mitigate potential dangers, thereby maintaining regulatory integrity and public safety within the AI ecosystem.",5,6
344,RISK-MANAGEMENT SYSTEM,REQUIREMENT,"A risk-management system is a mandatory, systematic process designed for implementation throughout the entire lifecycle of a high-risk AI system. This framework functions as a continuous and iterative operation that is both carefully planned and actively executed to ensure ongoing oversight. The primary objective of the risk-management system is to proactively identify and mitigate potential hazards that could compromise health, safety, and the protection of fundamental rights.",2,6
461,DOWNSTREAM PROVIDER,ACTOR,"A ""Downstream Provider"" refers to an entity that integrates or utilizes an AI system—including general-purpose AI (GPAI) systems—that has been built upon or incorporates an upstream AI model. These providers sit further down the AI supply chain, taking foundational models and integrating them into their own distinct AI products or services.

Because Downstream Providers rely on the underlying technology provided by upstream model developers, they depend on receiving specific information from those upstream providers to fulfill their own regulatory obligations, a requirement outlined in Recital 101. By utilizing these models, Downstream Providers also benefit from specific marking or labeling techniques implemented at the AI model level, which facilitates their own compliance with transparency and labeling requirements regarding AI-generated content.

Beyond these operational dependencies, the role of a Downstream Provider carries specific legal rights and responsibilities. Under the AI Act, specifically Article 89, these entities are empowered to lodge formal complaints with the AI Office regarding suspected infringements or non-compliance by the upstream providers of the GPAI models they integrate. This mechanism ensures that Downstream Providers have recourse if the foundational technology they rely on fails to meet regulatory standards. Consequently, a Downstream Provider is defined as an entity that not only operates AI systems built upon general-purpose models but also serves as an important participant in the accountability ecosystem, balancing the obligation to comply with labeling rules with the right to hold upstream providers accountable for their own potential infringements.",11,6
862,ARTICLE 19,ARTICLE,"**ARTICLE 19**

ARTICLE 19, within the context of the AI Act, serves as a provision with distinct functional responsibilities concerning the regulation of artificial intelligence systems.

Primarily, ARTICLE 19 acts as an amendment to an existing regulation. As amended, it mandates that when the European Commission adopts delegated acts concerning AI systems classified as safety components, it must explicitly take into account the requirements outlined in Chapter III, Section 2 of the AI Act. This ensures that safety-critical AI systems are subject to specific regulatory scrutiny during the standard-setting process.

Additionally, ARTICLE 19 addresses the technical obligations of providers regarding high-risk AI systems. It specifies the necessary requirements for the logs that must be automatically generated by these systems. Furthermore, it establishes the obligation for providers of high-risk AI systems to maintain and keep these automatically generated logs. 

In summary, ARTICLE 19 functions as a regulatory bridge, ensuring that the development of delegated acts for safety-component AI aligns with existing requirements, while simultaneously imposing concrete operational mandates on providers of high-risk AI systems regarding the generation and retention of system logs.",4,6
823,ARTICLE 11,ARTICLE,"**Article 11** serves two distinct functions within the regulatory landscape, depending on the specific legislative context in which it is cited.

First, within the framework of the **EU AI Act**, **Article 11** establishes the mandatory requirements for the technical documentation of high-risk AI systems. It serves as the primary provision ensuring that creators and operators of such systems generate and maintain comprehensive documentation. This documentation is essential for demonstrating compliance with the safety, transparency, and accountability standards mandated for high-risk AI applications.

Second, as found in **Regulation (EU) 2019/2144**, **Article 11** has been amended by the EU AI Act to integrate broader regulatory alignment. In this context, **Article 11** stipulates that the European Commission must take into account the requirements set forth in Chapter III, Section 2 of the EU AI Act when adopting implementing acts. This ensures that the technical and operational standards applied under Regulation (EU) 2019/2144 remain consistent with the overarching compliance framework established by the AI Act.

In summary, **Article 11** functions as a dual-purpose provision: it serves as the foundational requirement for technical documentation regarding high-risk AI systems, while also acting as a procedural link between existing automotive regulations and new AI governance standards.",6,6
936,CONFIDENTIALITY OBLIGATION,OBLIGATION,"**CONFIDENTIALITY OBLIGATION**

The Confidentiality Obligation serves as a critical regulatory requirement mandated for national competent authorities, notified bodies, and experts. This obligation dictates that all parties involved in the execution of their professional tasks must maintain strict confidentiality regarding the information and data obtained during their work.

This duty is primarily anchored to the standards set forth in Article 78, which governs the handling and protection of sensitive information. Under this framework, authorities, notified bodies, and experts are legally and professionally bound to safeguard any documentation or data acquired during assessments or other operational activities. This protection specifically extends to sensitive material, including trade secrets, intellectual property (IP) rights, and matters of security.

The specific scope and application of this obligation include:

*   **National Competent Authorities:** These bodies are required to handle all information obtained in the course of their duties in strict accordance with Article 78. This applies broadly to experts and personnel working on behalf of or alongside these authorities to ensure the integrity of the data remains intact.
*   **Notified Bodies:** Notified bodies bear a direct responsibility to ensure that their personnel, as well as any associated or external bodies they engage, uphold confidentiality. This responsibility is explicitly linked to their obligations under Article 31(7) and Article 78, ensuring that any information gathered during assessments or operational activities remains secure.
*   **Regulatory Alignment:** Any information or documentation obtained under specific provisions, such as Article 55, must be treated with the same high level of confidentiality and processed in compliance with the mandates of Article 78.

In summary, the Confidentiality Obligation functions as an overarching requirement designed to protect the integrity of information, intellectual property, and trade secrets. It ensures that all entities—whether national authorities, notified bodies, or engaged experts—operate within a rigorous framework of discretion and security whenever they obtain sensitive information while carrying out their mandated tasks.",8,6
927,ARTICLE 31,ARTICLE,"**Article 31** serves as a critical regulatory provision establishing the comprehensive requirements that must be met by conformity assessment bodies to achieve the status of a ""notified body."" Under this article, these entities are subjected to rigorous standards to ensure they are qualified, impartial, and capable of performing their designated oversight functions.

Specifically, Article 31 outlines the operational and organizational obligations necessary for a body to be authorized to control the conformity of high-risk AI systems. The requirements detailed within this article mandate that these bodies demonstrate strict independence and maintain full confidentiality throughout their assessment processes. Furthermore, the article sets out explicit criteria regarding the body's internal structure and operational framework, ensuring they have the governance and resources required to fulfill their statutory duties effectively. By defining these essential obligations, Article 31 acts as a cornerstone for maintaining trust and reliability in the regulatory oversight of high-risk technologies.",7,6
169,CRITICAL INFRASTRUCTURE,ANNEXIIICATEGORY,"**Critical Infrastructure** refers to systems, assets, or domains whose disruption or failure would pose an imminent threat to life or physical safety. Due to the significant risks associated with their operation, they are frequently categorized as a high-risk domain for the deployment of artificial intelligence (AI) systems.

The scope of critical infrastructure encompasses vital societal functions, specifically those related to the safety components in the management and operation of critical digital infrastructure, traffic networks, and the supply of essential resources such as water, gas, heating, and electricity.

In the context of legal and regulatory frameworks, critical infrastructure is formally defined by Article 2, point (4), of Directive (EU) 2022/2557. This classification is significant as it often mandates high-risk status for any AI systems deployed within these sectors. Furthermore, Recital 55 explicitly identifies these utility management and digital infrastructure sectors as high-risk use case domains, emphasizing the necessity of stringent oversight for AI applications integrated into these critical systems. Ultimately, the designation of critical infrastructure serves as a primary justification context for the rigorous regulation and scrutiny of specific AI deployments.",5,6
992,ARTICLE 98(2),ARTICLE,"Article 98(2) serves as the legal provision that establishes and governs the examination procedure used by the European Commission for the adoption of implementing acts. This mechanism is central to the regulatory framework, ensuring a consistent approach when the Commission is tasked with finalizing technical or administrative details.

The scope of Article 98(2) is broad and encompasses various specific applications across different regulatory contexts. It is explicitly identified as the governing procedure for establishing a scientific panel and acts as the legal basis for the Commission to specify common rules in instances where a previously established code of practice is deemed inadequate. Furthermore, Article 98(2) provides the procedural framework for the Commission to adopt implementing acts related to the post-market monitoring template and is the referenced procedure used for the adoption of implementing acts concerning sandboxes. 

In summary, Article 98(2) functions as the definitive procedural reference for the Commission’s adoption of implementing acts, ensuring that oversight and regulatory standardization are maintained through a structured examination process.",12,6
67,BIOMETRIC IDENTIFICATION SYSTEM,AISYSTEM,"A **Biometric Identification System** is a specific category of high-risk artificial intelligence system designed to establish an individual's identity. This process is accomplished by comparing biometric data—such as facial recognition, voice patterns, or gait analysis—against a reference database, regardless of whether the individual has provided consent. Notably, this definition excludes biometric verification or authentication systems that are strictly used for access control, such as unlocking personal devices or accessing specific services.

Due to the significant consequences that can arise from incorrect matches, **Biometric Identification Systems** are classified as high-risk technologies that require enhanced human oversight and special care. Because of the potential for profound impact on individuals, these systems are subject to strict regulatory requirements. Specifically, they mandate verification by at least two natural persons before any decisions based on the system’s output can be finalized. This multi-layered oversight is intended to mitigate risks and ensure accountability in the identification process.",4,6
127,ETHICAL PRINCIPLES FOR TRUSTWORTHY AI,REQUIREMENT,"The Ethical Principles for Trustworthy AI consist of a set of seven non-binding guidelines designed to steer the development, drafting of codes of practice, and overall design of coherent artificial intelligence systems. These principles act as a foundational framework for ensuring AI technologies are developed and deployed responsibly.

The seven core principles are as follows:

1.  **Human Agency and Oversight:** AI systems should support human autonomy and decision-making, ensuring appropriate human oversight is maintained.
2.  **Technical Robustness and Safety:** Systems must be developed with a focus on security, resilience, and safety, ensuring they behave reliably even in adversarial or unexpected conditions.
3.  **Privacy and Data Governance:** Respect for privacy and the proper handling of data are central, ensuring AI systems adhere to rigorous data governance standards.
4.  **Transparency:** AI operations, including their limitations and decision-making processes, should be explainable and transparent.
5.  **Diversity, Non-discrimination, and Fairness:** AI development must actively avoid bias, ensuring inclusivity and equal treatment across diverse demographics.
6.  **Societal and Environmental Well-being:** Systems should be designed to benefit society as a whole and consider their environmental impact.
7.  **Accountability:** Mechanisms should be in place to ensure responsibility for AI outcomes and the ability to audit and address system behavior.

Collectively, these Ethical Principles for Trustworthy AI provide a comprehensive roadmap for organizations and developers to create AI that is ethical, reliable, and beneficial to society.",2,6
408,SUBSTANTIAL MODIFICATION,CLASSIFICATIONRULE,"A ""Substantial Modification"" refers to a specific type of alteration made to a high-risk AI system, such as changes to its software architecture or its intended purpose. When such a modification occurs, it triggers a regulatory requirement for the system to undergo a new conformity assessment to ensure it remains compliant. Furthermore, the act of implementing a substantial modification carries significant legal implications: the party responsible for making these changes is legally considered the ""provider"" of the AI system, thereby assuming all associated provider obligations and responsibilities as outlined in Recital 84.",2,6
32,TRANSPARENCY,REQUIREMENT,"In the context of the AI Act, ""Transparency"" serves as a fundamental requirement for AI systems, designed to ensure that their operations, outputs, and underlying processes are both understandable and well-documented. This core obligation mandates that AI systems must be explainable and transparent, a necessity for upholding accountability and protecting fundamental rights. 

By demanding clarity and openness, Transparency functions as a critical mechanism that allows stakeholders to comprehend the capabilities, limitations, and intended uses of AI technologies. This is particularly vital for deployers, who must be provided with sufficient and clear information to safely and effectively integrate these systems. Furthermore, Transparency is an essential attribute for enabling the meaningful challenge of AI-generated results in legal and administrative settings, ensuring that individuals can exercise their rights effectively. Ultimately, Transparency is positioned as a specific obligation imposed on operators within the AI value chain to strengthen existing legal protections and ensure responsible deployment.",5,6
887,DISTRIBUTOR OBLIGATION: VERIFICATION AND CORRECTIVE ACTION,OBLIGATION,"Before making a system available, distributor must verify CE marking, EU declaration of conformity, instructions, and provider/importer compliance. Must take corrective action or withdraw/recall non-conforming systems",1,5
852,CORRECTIVE ACTION,OBLIGATION,"**CORRECTIVE ACTION** refers to the mandatory steps that operators, including providers and distributors, must undertake to ensure that an AI system aligns with regulatory requirements. When an AI system is identified as non-compliant, or when it poses risks to health, safety, or fundamental rights, the responsible entity is obligated to take immediate measures to rectify the situation.

These actions involve bringing the system into conformity, restricting its availability, withdrawing it from the market, or recalling it entirely. The primary objective of these measures is to eliminate any risks the AI system may present and to ensure full adherence to the relevant legal frameworks.

Specific obligations differ based on the role of the operator:
*   **Providers** are required to take necessary actions to bring an AI system into compliance or to remove it from the market, as explicitly stipulated under Articles 20, 81, and 82 of the applicable regulations. Furthermore, providers must cooperate fully by offering required information as mandated by these provisions.
*   **Distributors** have a corresponding duty to act if they have reason to believe that a high-risk AI system is not in compliance. In such cases, they must initiate the same processes—bringing the system into conformity, withdrawing it, or recalling it.

Furthermore, market surveillance authorities play a critical oversight role. They have the power to prescribe these corrective actions when an AI system is found to be non-compliant. When directed by a surveillance authority, the operator must execute the required measures within a deadline set by that authority, which is generally capped at a maximum of 15 working days.

In summary, CORRECTIVE ACTION is a comprehensive compliance mechanism designed to maintain market integrity and public safety. It ensures that whenever an AI system falls short of regulatory standards, operators are held accountable for proactively mitigating risks and restoring the system to a compliant state through repair, withdrawal, or recall.",8,5
655,COURT OF JUSTICE OF THE EUROPEAN UNION,AUTHORITY,"The Court of Justice of the European Union (CJEU) serves as the highest judicial body within the European Union. Its role encompasses the authority to review decisions made by the European Commission, particularly those established under the AI Act and other relevant regulations.

In exercising its judicial oversight, the Court possesses unlimited jurisdiction regarding penalties and fines. This authority empowers the Court to not only review Commission decisions but also to cancel, reduce, or increase the financial penalties imposed, in accordance with Article 261 of the Treaty on the Functioning of the European Union (TFEU). Furthermore, the Court of Justice of the European Union maintains a unique status regarding oversight; it is explicitly excluded from the market surveillance oversight of the European Data Protection Supervisor, underscoring its independent position as the ultimate judicial arbiter for the EU.",4,5
622,REGULATED FINANCIAL INSTITUTIONS,ACTOR,"Entities such as credit institutions, insurance and re-insurance undertakings, and insurance intermediaries subject to Union financial services law, which may use AI systems",1,5
798,DELEGATED ACTS AMENDING ANNEX III,DELEGATEDACT,"DELEGATED ACTS AMENDING ANNEX III consist of regulatory measures adopted by the European Commission. These acts serve the purpose of updating Annex III by adding, modifying, or refining the list of use-cases classified as high-risk AI systems. These updates are strictly based on the risk criteria established under Article 7, with a specific focus on the requirements and criteria defined in Article 7(2).",2,5
796,ARTICLE 97,ARTICLE,"**ARTICLE 97** serves as the pivotal legal provision governing the European Commission's authority to adopt delegated acts within the framework of the regulation. It establishes the procedural rules for the exercise of this power, ensuring that the Commission operates within the scope and duration specified by the regulation.

Functionally, **ARTICLE 97** provides the necessary legal basis for the Commission to update, amend, or adjust specific annexes, articles, and rules. This includes, notably, the power to adjust systemic risk thresholds and criteria outlined in specific sections, such as Annex XIII. By outlining the procedure for these adoptions, **ARTICLE 97** ensures that the Commission maintains the flexibility required to refine technical standards and regulatory requirements, while adhering to the defined legal constraints of its delegated authority.",12,5
285,ANNEX III USE CASE RULE,CLASSIFICATIONRULE,"The **ANNEX III USE CASE RULE** functions as a regulatory classification mechanism within the context of AI governance. This rule serves as the criterion for identifying and categorizing Artificial Intelligence systems as ""high-risk"" by default, provided they fall within the specific domains enumerated in Annex III of the relevant regulatory framework.

These high-stakes domains encompass critical areas of societal importance, including but not limited to education, employment, and the provision of essential public and private services. By establishing this rule, regulators ensure that AI systems deployed in these sensitive sectors are subject to rigorous oversight and compliance requirements, thereby mitigating potential harms and ensuring safety, transparency, and accountability in high-stakes environments.",2,5
215,AI SYSTEM AS SAFETY COMPONENT,AISYSTEM,"An AI system as a safety component refers to artificial intelligence technology designed to function as a critical safety element within a larger product. These systems are defined specifically under Regulation (EU) 2024/1689 and encompass any AI software or hardware intended to perform safety functions where failure or malfunction could result in adverse impacts on human health or safety.

Because of the potential risks these systems pose, an AI system classified as a safety component is subject to rigorous regulatory oversight. Under the framework of the AI Act, these systems must adhere to specific requirements outlined in Chapter III, Section 2. These obligations are triggered when the European Commission adopts the necessary delegated or implementing acts, ensuring that the AI system meets stringent safety standards before being integrated into products. Furthermore, these systems are subject to these specific requirements whenever other relevant EU regulations are applied, ensuring a harmonized approach to safety across different product sectors.",3,5
1351,"EMPLOYMENT, WORKERS’ MANAGEMENT AND ACCESS TO SELF-EMPLOYMENT",ANNEXIIICATEGORY,"High-risk domain covering recruitment, selection, and performance evaluation in work-related relationships.",1,5
1411,EURODAC,AISYSTEM,"EURODAC is a large-scale information technology system designed for the comparison of biometric data, primarily fingerprints. Established under Regulation (EU) 2024/1358, which also identifies the system as a relevant Union legislative act listed in Annex X, EURODAC serves a critical function in managing migration and security within the European Union.

The primary purpose of EURODAC is to facilitate the identification of third-country nationals and stateless persons who are staying in the EU illegally. By storing and comparing biometric data, the system assists Member States in maintaining the integrity of their migration processes. Furthermore, EURODAC is accessible to designated law enforcement authorities across Member States, as well as Europol, who utilize the system to support their respective operational mandates in ensuring security and upholding the rule of law.",3,5
270,EDUCATION AND TRAINING AI SYSTEM,AISYSTEM,"**EDUCATION AND TRAINING AI SYSTEM**

An Education and Training AI System encompasses various technological tools designed to evaluate learning outcomes, assess educational levels, and monitor student behavior during testing environments. Due to their significant potential to influence an individual's academic progress and overall life trajectory, these systems are classified as high-risk. This classification reflects the critical nature of the decisions they facilitate, such as grading, admissions, or the detection of prohibited behaviors, all of which directly impact a student's educational opportunities and future prospects.",2,5
254,REGISTRATION IN EU DATABASE,OBLIGATION,"The registration process within the EU database involves specific obligations for different stakeholders regarding AI systems.

Regarding providers of AI systems, there is a duty to register a system in the EU database if the provider has formally determined that the system is non-high-risk based on established exclusion conditions.

Additionally, the EU database serves as a platform for public authority deployers. Under Article 71, these deployers are required to register themselves, select the specific high-risk AI system they are utilizing, and formally register the use of that system within the database.

In summary, the registration requirements in the EU database are twofold: providers must document non-high-risk systems that meet exclusion criteria, and public authority deployers must report the usage of high-risk AI systems.",2,5
353,DATA GOVERNANCE,REQUIREMENT,"Data Governance, within the context of high-risk AI systems as specified by relevant legislation, encompasses a comprehensive set of practices and methodologies designed to ensure the integrity and quality of data throughout the AI lifecycle. It functions as a critical requirement for managing data sets, specifically regarding their use in training, validation, and testing practices.

At its core, Data Governance involves the implementation of rigorous methodologies for data cleaning and management, which are particularly vital for supervised learning models as referenced in technical documentation requirements. These governance frameworks are essential for ensuring that data sets are representative, free from errors, and maintained with a high degree of integrity. By standardizing these processes, organizations can verify that the data used for AI development aligns with established quality standards.

Furthermore, Data Governance serves as a compliance mechanism, ensuring that the management of data sets adheres strictly to applicable data protection laws. This includes overseeing the end-to-end lifecycle of the data, from initial collection to its application in training and evaluation environments, thereby safeguarding the reliability and ethical implementation of high-risk AI systems.",3,5
411,AI VALUE CHAIN PARTIES,ACTOR,"Parties that supply AI systems, tools, services, or components incorporated by providers into high-risk AI systems",1,5
1163,REPORTING OF SERIOUS INCIDENTS,OBLIGATION,The duty for providers to report serious incidents to market surveillance authorities within specific deadlines (Article 73).,1,5
358,RECITAL 68,ARTICLE,"Text identifying actors like providers, notified bodies, and researchers who should have access to data for high-risk AI system assessment",1,5
1274,SAFETY COMPONENTS,AISYSTEM,"AI systems used as safety components, subject to specific requirements in Chapter III, Section 2, when referenced in other regulations like 167/2013 or 168/2013",1,5
